id,name,definition,synonyms,mms_code,cn_name,chapter,source,dermo_id,doid_id,orpha_codes,rsdb_id,snomed,omim,umls,mesh,genes,num_hpo,image_count,num_synonyms,has_def,is_leaf
icd11:1043501101,Cellulitis not otherwise specified,,,,,14,foundation,,,,,,,,,,0,0,0,False,True
icd11:2020673786,Allergic contact dermatitis,Allergic contact dermatitis is an eczematous response provoked by a Type IV delayed immune reaction in the skin to a substance or substances to which the individual has previously been sensitized.,"ACD - [allergic contact dermatitis] | allergic contact dermatitis, unspecified cause | allergic contact eczema | allergic dermatitis | allergic eczema | allergy dermatitis | allergy eczema | ACD | contact eczema",EK00,变应性接触性皮炎,14,foundation+mms,DERMO:0001336,"DOID:2773 ""allergic contact dermatitis""",,,"200841005 ""allergic contact dermatitis"";238575004 ""allergic contact dermatitis"";200841005",,C0162820,D017449,,0,48933,9,True,False
icd11:2050984064,Hereditary sensory and autonomic neuropathy type IIA,"HSAN Type IIA is an autosomal recessive disorder due to mutations in the WNK1 gene. It presents in early childhood or congenitally with severe distal sensory loss to touch, pain, temperature, acral mutilations and mild or asymptomatic autonomic dysfunction.",HSAN2A - [Hereditary sensory autonomic neuropathy type 2A],,,14,foundation,,,,,,,,,,0,0,1,True,True
icd11:646368820,Talaromycosis,"Talaromycosis is an infection due to Talaromyces marneffei, an ubiquitous saprophyte of soil and decomposing organic matter. This dimorphic fungus, formerly known as Penicillium marneffei, is endemic to Southeast Asia and the southern part of China. Once considered rare, its occurrence has increased due to AIDS. It is now the third most common opportunistic infection in HIV-positive individuals. The most common symptoms are fever, skin lesions, anaemia, generalised lymphadenopathy, and hepatomeg",Penicilliosis | Penicillosis,1F2K,青霉病,01,foundation+mms,DERMO:0002296,"DOID:0050288 ""penicilliosis""",,,,,,,,0,5,2,True,True
icd11:1366836835,Toxic erythema,"Toxic erythema, also known as an exanthematous reaction, is a descriptive term for an acute widespread usually symmetrical erythematous rash such as may be triggered both by drugs and by infections but which also may be the prodrome of a wide variety of dermatoses. The precise cause can often not be identified. It is characterised by erythema without significant surface changes such as scale, exudation or ulceration. The erythema may be morbilliform (like measles), urticated (resembling urticari",Exanthematous rash | Toxic urticated erythema,,,14,foundation,,,,,,,,,,0,10,2,True,True
icd11:555831327,Confluent and reticulated papillomatosis,"Confluent and reticulated papillomatosis (CARP) is an uncommon disorder of epidermal keratinization characterised by the development of hyperkeratotic papules which coalesce into confluent and, in places, reticulated plaques on truncal skin. An abnormal reaction to commensal microorganisms has been postulated to play an aetiological role.",Gougerot-Carteaud syndrome,,,14,foundation,,,,,,,,,,0,101,1,True,True
icd11:1064918621,Xeroderma pigmentosum B,"Xeroderma pigmentosum complementation group B (XPB) is an extremely rare subtype of xeroderma pigmentosum (XP), a rare photodermatosis predisposing to skin cancers. Some XPB patients present with classic XP features of varying severity (photosensitivity of skin with burning and freckling, skin and eye tumours) and mild neurological abnormalities, while others combine classical XP features with systemic and neurological manifestations of Cockayne syndrome such as short stature, bilateral sensorin",XPB - [xeroderma pigmentosum B],,,14,foundation,,,,,,,,,,0,0,1,True,True
icd11:878910257,Dermatoses attributable to corticosteroid therapy,,,EH76.2,糖皮质激素治疗引起的皮肤病,14,foundation+mms,,,,,,,,,,0,0,0,False,False
icd11:303653536,White piedra,"A disease of the hair shaft, caused by an infection with the fungi Trichosporon beigelii. This disease is characterised by irregular, soft, white, or light brown nodules which adhere to the hair follicle. Transmission is by direct contact with contaminated soil or water, or by airborne transmission. Confirmation is by identification of Trichosporon beigelii in a hair follicle sample.",Trichosporosis nodosa,1F2D.2,白癣,01,foundation+mms,,,,,,,,,,0,2,1,True,True
icd11:1336740058,Haemoglobinopathy-associated acquired pseudoxanthoma elasticum,"Haemoglobinopathy-associated acquired pseudoxanthoma elasticum has been associated with a variety of haemoglobinopathies including sickle cell anaemia, beta-thalassaemia and hereditary spherocytosis. Clinical manifestations are similar to the genetic form but of variable severity and generally of late onset. The pathogenesis is not fully understood.",,,,14,foundation,,,,,,,,,,0,0,0,True,True
icd11:1895278089,"Urticaria, angioedema or other urticarial disorders",A heterogeneous group of disorders characterised by dermal and/or subcutaneous and submucosal oedema. The most common underlying mechanism is release of histamine from mast cells with consequent capillary dilatation and tissue oedema. This is responsible for the weals of spontaneous and most physical urticarias. A variety of other mechanisms are involved in other urticarial disorders.,,,荨麻疹、血管性水肿或其他荨麻疹类障碍,14,foundation+mms,,,,,,,,,,0,0,0,True,False
icd11:1086668516,Sequelae of frostbite with tissue necrosis of hip or thigh,,,,,14,foundation,,,,,,,,,,0,0,0,False,True
icd11:912479181,Dyschromatosis due to chronic arsenic toxicity,"Dyschromatosis from chronic arsenic toxicity presents as hypermelanotic and hypomelanotic symmetrically distributed freckle or raindrop-like macules on the torso and limbs. These may be preceded by diffuse hyperpigmented patches in the intertriginous, genital, and acral areas.",arsenic pigmentation,,,14,foundation,,,,,,,,,,0,0,1,True,True
icd11:1189424097,Oculocutaneous albinism,"Oculocutaneous albinism is a genetically heterogeneous congenital disorder characterised by decreased or absent pigmentation in the hair, skin, and eyes.",OCA - [Oculocutaneous albinism] | OCA,EC23.20,眼皮肤白化病,14,foundation+mms,DERMO:0000197,"DOID:0050632 ""oculocutaneous albinism""",ORPHA:55,,"63844009 ""oculocutaneous albinism""",,,,,0,11,2,True,False
icd11:2040265542,Hidrocystoma,A hidrocystoma is a cystic cutaneous swelling lined by either apocrine or eccrine ductal epithelium. It presents typically as a small solitary bluish translucent papule on or around the eyelids. It is not always possible to be certain whether it is of apocrine or eccrine origin though the majority show apocrine differentiation.,cystadenoma | moll's gland cyst | sudoriferous gland | apocrine cystadenoma | Eccrine Cystadenoma | Eccrine hidrocystoma of skin,EK70.3,汗囊瘤,14,foundation+mms,DERMO:0000829,"DOID:2634 ""hidrocystoma""",,,"80549000 ""hidrocystoma"";80549000",,C0206672,D018251,,0,0,6,True,False
icd11:1995185201,Knotting of hair,,,,,14,foundation,,,,,,,,,,0,0,0,False,True
icd11:2050694739,"Adult T-cell leukaemia or lymphoma, skin",Adult T cell leukaemia / lymphoma (ATLL) is a malignancy of mature CD4+/ CD25+ T cells caused by the human T-cell leukaemia virus type I (HTLV-1). The primary cutaneous tumoural type tends to show a favourable course.,,,,14,foundation,,,,,,,,,,0,0,0,True,True
icd11:292971640,Auricular tag,Small protrusion within the pinna.,,,,14,foundation,,,,,,,,,,0,0,0,True,True
icd11:772548300,Acute or subacute juvenile paracoccidioidomycosis,"Acute or subacute juvenile paracoccidioidomycosis is a disease of children in which reticuloendothelial system involvement predominates. Lymphadenopathy and hepatosplenomegaly are usually accompanied by systemic symptoms such as fever, weight loss, and malaise. Multiple skin lesions may be present.",,,,14,foundation,,,,,,,,,,0,0,0,True,True
icd11:1133961984,"Pityriasis rubra pilaris, adult","Pityriasis rubra pilaris with onset in adulthood, the majority of cases of which are the classical type I",,,,14,foundation,,,,,,,,,,0,0,0,True,False
icd11:409122620,Human papillomavirus proliferation in immune-deficient states,,,,,14,foundation,,,,,,,,,,0,0,0,False,True
icd11:254401281,"Melanoma arising from melanocytic naevus, primary","Melanoma arising from within a pre-existing benign melanocytic naevus, especially blue naevi and giant congenital melanocytic naevi.",,,,14,foundation,,,,,,,,,,0,0,0,True,False
icd11:1509579420,Alopecia areata of eyebrows,Loss of eyebrows (superciliary madarosis) due to alopecia areata,,,,14,foundation,,,,,,,,,,0,0,0,True,True
icd11:850631759,Acquired angioedema type I,"An acquired disorder which resembles hereditary angioedema but is associated with an underlying disorder, in the majority of cases lymphoproliferative.",AAE - [Acquired angioedema type I],,,14,foundation,,,,,,,,,,0,0,1,True,True
icd11:1179111584,Early syphilis,"A disease caused by an infection with the gram-negative bacteria Treponema pallidum pallidum, including primary and secondary stages of syphilis, and early latent syphilis of less than 2 years duration. This disease is characterised by a single chancre in the primary stage, and diffuse rash in the secondary stage. Transmission is commonly by sexual contact.","Infection due to Treponema pallidum NOS | acquired syphilis | acquired syphilis NOS | conjugal syphilis | early syphilis, unspecified | general syphilis | organic syphilis | syphilis causing death under 2 years of age, stated to be acquired",1A61,早期梅毒,01,foundation+mms,,,,,,,,,,0,0,8,True,False
icd11:1956119293,Verruciform xanthoma of oral mucosa,"This is an uncommon benign lesion that has a verruciform (wart-like) appearance, but it may appear polypoid, papillomatous, or sessile, on the oral mucosa.",,,,14,foundation,,,,,,,,,,0,0,0,True,True
icd11:1143771535,Skin problem resulting from urostomy,,,,,14,foundation,,,,,,,,,,0,0,0,False,True
icd11:1718974486,"Autosomal recessive cutis laxa, type 3","Autosomal recessive cutis laxa, type 3 (De Barsy syndrome) is a rare syndrome characterised by distinctive facial features, cutis laxa and mental retardation. Other distinguishing features include bilateral corneal opacification, progeroid appearance, reduced subcutaneous fat, and athetoid movements early in life. The genetic cause remains poorly defined though there is some evidence that mutations both of ATP6V0A2 and of PYCR1 may be associated with this phenotype.","ARCL-3 - [Autosomal recessive cutis laxa, type 3] (MIM 219150) | Cutis laxa - corneal clouding - intellectual deficit | De Barsy syndrome | Progeroid syndrome, De Barsy type | cutis laxa-corneal clouding-intellectual disability syndrome",,,14,foundation,,DOID:0070143,ORPHA:2962,,238826008,,C0268354,C535990,,0,0,5,True,True
icd11:464005814,Atrophic scarring of the skin,"The process whereby healing of damaged skin results in a reduction of dermal thickness as well as scarring, thus the counterpart of hypertrophic scarring.",,EE40.2,皮肤萎缩性瘢痕,14,foundation+mms,,,,,,,,,,0,0,0,True,False
icd11:197047151,Purpura due to paroxysmal coughing or vomiting,Petechial haemorrhage into the skin resulting from paroxysmal rises in venous pressure from coughing or vomiting.,,,,14,foundation,,,,,,,,,,0,0,0,True,True
icd11:1451960792,Preauricular tag,Small non-cartilaginous protrusion anterior to the insertion of the ear.,,,,14,foundation,,,,,,,,,,0,0,0,True,True
icd11:1547280523,Down syndrome leukemoid reaction-associated transient neonatal pustulosis,An eruption of vesicles and pustules containing blast cells which presents at or immediately after birth in neonates with Down syndrome or trisomy 21 mosaicism and associated transient myeloproliferative disorder. The eruption typically involves the face more than the trunk or extremities. The eruption can thus serve as a pointer to the underlying haematological abnormality.,,,,14,foundation,,,,,,,,,,0,0,0,True,True
icd11:1437873971,Ulceration of penis or scrotum due to Behçet disease,,Penile or scrotal ulceration due to Behçet disease,,,14,foundation,,,,,,,,,,0,0,1,False,True
icd11:851393739,Papillary hyperplasia of palate,,,,,14,foundation,,,,,,,,,,0,0,0,False,True
icd11:901451764,Scalp dysaesthesia,An uncommon but distressing somatoform disorder in which there is a clear and precise complaint of scalp pain or burning sensation for which no underlying cause can be found.,,EC92.1,头皮感觉异常,14,foundation+mms,,,,,,,,,,0,0,0,True,False
icd11:776465804,Complex or combined developmental vascular malformations involving the skin,,,LC52,累及皮肤的复杂性或组合性血管发育畸形,20,foundation+mms,,,,,,,,,,0,0,0,False,False
icd11:492283404,Lobular defects,,Ear lobe creases | Up lifted earlobe,,,14,foundation,,,,,,,,,,0,0,2,False,False
icd11:1234820241,Intermediate maple-syrup-urine disease,This is an intermediate autosomal recessive metabolic disorder affecting branched-chain amino acids. It is one type of organic acidemia.,Intermediate branched chain ketoaciduria | Partial branched-chain ketoacid dehydrogenase deficiency,,,14,foundation,,,,,,,,,,0,0,2,True,True
icd11:1910078967,Drug-induced parastomal ulceration,"Parastomal ulceration attributable to drug, most commonly nicorandil.",medicament-induced parastomal ulceration,,,14,foundation,,,,,,,,,,0,0,1,True,False
icd11:1238846563,Acute maculopapular skin eruption,A provisional diagnosis for a skin eruption of unknown or uncertain nature which arises abruptly and consists of multiple macules and papules. Viral infections and drugs are common precipitants.,,ME62.3,急性皮肤斑丘疹,21,foundation+mms,,,,,,,,,,0,0,0,True,True
icd11:1079703461,Hyperkeratotic fissured palmar dermatitis,"A distinct and common form of hand eczema characterised by highly irritable, scaly, fissured, hyperkeratotic patches on the palms and palmar surfaces of the fingers. It may be accompanied by similar changes on the soles of the feet. The aetiopathogenesis is poorly understood.",Hyperkeratotic dermatitis of palms | Hyperkeratotic fissured palmar eczema,,,14,foundation,,,,,,,,,,0,0,2,True,True
icd11:292680542,Dermatoses attributable to hyperviscosity or microvascular occlusion,A range of disorders characterised by vascular occlusion but attributable not to primary vascular inflammation but to intravascular occlusion.,,,归因于高粘滞度或微血管闭塞的皮肤病,14,foundation+mms,,,,,,,,,,0,0,0,True,False
icd11:1666934623,Postinflammatory hypermelanosis,"Melanin pigmentation of the skin resulting from preceding cutaneous inflammation, particularly when this is centred on the dermo-epidermal junction as in lichen planus. Damage to melanocytes results in release of melanin into the dermis (pigmentary incontinence).",Postinflammatory hyperpigmentation | PIH | postinflammatory hypermelanosis,ED60.2,炎症后色素沉着症,14,foundation+mms,DERMO:0000258,,,,"238699007 ""postinflammatory hyperpigmentation"";55519009 ""postinflammatory hyperpigmentation""",,,,,0,0,3,True,True
icd11:552550225,Occupational tattoo,Tattoo resulting from exposure to inert pigmented particles at work. These commonly occur in coal-miners.,,,,14,foundation,,,,,,,,,,0,0,0,True,False
icd11:144309462,"Acral lentiginous melanoma, primary","Acral lentiginous malignant melanoma is a distinct and uncommon form of melanoma affecting either palmar and plantar skin or the nail apparatus. It is usually preceded by a slowly progressive in situ phase which may be overlooked. It typically presents either as an enlarging area of macular pigmentation on the palms and soles or as a longitudinal pigmented band within the nail plate. More aggressive tumours present as ulcerated nodules which, when involving the nail apparatus, can destroy the na",,2C30.3,原发性肢端着色斑性黑色素瘤,02,foundation+mms,,,,,,,,,,0,0,0,True,False
icd11:934048827,Atypical melanocytic naevus,"Solitary or multiple, slightly raised, pigmented lesions with irregular borders, usually measuring more than 0.6cm in greatest dimension. Morphologically, there is melanocytic atypia and the differential diagnosis from melanoma may be difficult. Patients are at an increased risk for the development of melanoma.","Dysplastic naevus, unspecified",2F20.1,非典型黑素细胞痣,02,foundation+mms,,,,,,,,,,0,0,1,True,False
icd11:303352828,"Juvenile hereditary haemochromatosis, Type 2","Hemochromatosis type 2 (juvenile) is the early-onset and most severe form of rare hereditary hemochromatosis, a group of diseases characterised by excessive tissue iron deposition of genetic origin. This juvenile form of hemochromatosis has the classical features of HH but is also characterised by severe cardiomyopathy and hypogonadism. Arthropathy, hepatic fibrosis, glucose intolerance, and increased skin pigmentation are frequent.",,,,14,foundation,,,,,,,,,,0,0,0,True,False
icd11:2060053089,Thibierge-Weissenbach syndrome,,,,,14,foundation,,,,,,,,,,0,0,0,False,True
icd11:172733763,Congenital adrenal hyperplasia,"Congenital adrenal hyperplasia (CAH) refers to a group of conditions associated with either complete (classical form) or partial (non-classical) anomalies in the biosynthesis of adrenal hormones. The condition is characterised by insufficient production of cortisol, or of aldosterone (classical form with salt wasting), associated with overproduction of adrenal androgens. In the classical form, metabolic decompensation (dehydration with hyponatraemia, hyperkalaemia and acidosis associated with mi",Congenital adrenogenital disorders associated with enzyme deficiency | congenital adrenal cortical hyperplasia | congenital adrenal gland hyperplasia | congenital adrenogenital syndrome | congenital adrenogenitalism | congenital female adrenal pseudohermaphroditism | congenital hyperadrenocorticism | CAH,5A71.01,先天性肾上腺增生,05,foundation+mms,DERMO:0001521,"DOID:0050811 ""congenital adrenal hyperplasia""",,,"237751000 ""congenital adrenal hyperplasia"";27037004 ""congenital adrenal hyperplasia""",,,,,1,2,8,True,False
icd11:1394629828,Macrocephaly - capillary malformation,"Macrocephaly-capillary malformation (M-CM) is characterised by cutaneous capillary malformation occurring in association with macrocephaly with a tendency to progressive enlargement, abnormalities of somatic growth with body and brain asymmetry, developmental delay, and typical face with full cheeks, frontal bossing, and nevus flammeus of the nose and/or philtrum and upper lip.",Macrocephaly - cutis marmorata telangiectatica congenita (MIM 602501),,,14,foundation,,,,,,,,,,0,0,1,True,True
icd11:1907973642,"Autosomal recessive cutis laxa, type 1","Type 1 autosomal recessive cutis laxa (ARCL-1) manifests at birth with abnormal facies, redundant folds around the face and neck, an aged appearance, joint laxity and muscular hypotonia. Compared with autosomal dominant cutis laxa, ARCL-I is more often associated with severe systemic complications, especially emphysema, diaphragmatic defects, arterial tortuosity and aneurysms. Many patients die from pulmonary or cardiac complications in early childhood. Mental and motor development are usually n","ARCL-1 - [Autosomal recessive cutis laxa, type 1] (MIM 219100) | Autosomal recessive cutis laxa with severe systemic involvement | Autosomal recessive cutis laxa, pulmonary emphysema type | autosomal recessive cutis laxa type 1",,,14,foundation,DERMO:0001830,DOID:0070144,ORPHA:90349,129,254222002,219100,C0268351;C0432336,C562628,,46,0,4,True,True
icd11:1662190191,Black-fly bite,"Bites inflicted by simuliid flies, small black flies which breed in areas of fast-flowing water and are found in all parts of the world. Several species of black-fly are responsible for transmission of onchocerciasis. Their bites tend to be painful and can render some areas unpleasant to live or work in at certain times of year.",,,,14,foundation,,,,,,,,,,0,0,0,True,True
icd11:1505183220,Irritant contact dermatitis due to foods,"A non-allergic form of skin inflammation caused by food items such as sugar, flour, fruits, vegetables, meat, fish and spices, as well as other foods.",Irritant contact eczema due to foods,EK02.06,食物引起的刺激性接触性皮炎,14,foundation+mms,,,,,,,,,,0,0,1,True,True
icd11:73836130,Protruding ear,,Congenital prominent auricle | bat ear | outstanding ears,LA21.1,招风耳,20,foundation+mms,,,,,,,,,,0,0,3,False,True
icd11:422488408,"Necrotising fasciitis, shoulder region",,,,,14,foundation,,,,,,,,,,0,0,0,False,True
icd11:1382200414,Panatrophy,,,,,14,foundation,,,,,,,,,,0,0,0,False,True
icd11:929263065,Perioral dermatitis,"The most common form of periorificial dermatitis, this manifests as erythema, papules and pustules affecting perioral skin. There is normally a border of spared skin immediately adjacent to the lip margins. It is strongly associated with the use of potent topical corticosteroids.",,,,14,foundation,,,,,,,,,,0,136,0,True,False
icd11:1221475936,Cauliflower ear,"Cauliflower ear is the end result of fibrosis of the skin and soft tissues of the pinna following a traumatic subperichondrial haematoma, usually due to trauma. It manifests as permanent swelling and deformity of the ear, described as resembling a cauliflower. It is found most commonly amongst men involved in contact sports such as boxing, wrestling, martial arts and rugby football.",Chronic haematoma of pinna | Deformity of pinna following traumatic perichondrial haematoma | boxer ear | prizefighter ear | wrestler ear | cauliflower ear | wrestler's ear,AA41.0,,14,foundation,DERMO:0002941,,,,,,,,,0,5,7,True,True
icd11:1621659194,Early syphilis involving the digestive tract,This is an early sexually transmitted infection caused by the spirochete bacterium Treponema pallidum subspecies pallidum. This diagnosis is involving the digestive tract.,,,,14,foundation,,,,,,,,,,0,0,0,True,False
icd11:1379357534,"Acute febrile neutrophilic dermatosis, paraneoplastic","Sweet disease, often recurrent, associated with underlying myelodysplasia, myelofibrosis, myeloid leukaemia or other form of haematological malignancy.","Sweet syndrome associated with malignancy | Sweet syndrome, paraneoplastic",,,14,foundation,,,,,,,,,,0,0,2,True,True
icd11:553126222,Chondrodermatitis nodularis,A common pressure-induced painful nodule or ulcer affecting the external ear. It results from ischaemia of skin and underlying cartilage from a focal point of high pressure from the weight of the recumbent head. The site of involvement is dependent on the shape of the pinna (most commonly the helix is involved but in some individuals it is the antihelix which is more prominent) and whether the sufferer is limited to sleeping on one side and is thus unable to spare the ear from constant pressure ,Chondrodermatitis nodularis helicis | chondrodermatitis nodularis chronica helicis | chondrodermatitis nodularis chronica helicis et antihelicis | CNH | ear corn,AA12,,14,foundation,DERMO:0002936,,,,"76583009 ""chondrodermatitis nodularis helicis"";393584002 ""chondrodermatitis nodularis helicis"";194195009 ""chondrodermatitis nodularis helicis"";194196005 ""chondrodermatitis nodularis helicis""",,,,,0,14,5,True,True
icd11:1538273632,"Hereditary sclerosing poikiloderma, Weary type","The cardinal features of this rare autosomal dominant condition are generalised poikiloderma with accentuation in flexural regions, sclerosis of palms and soles, linear hyperkeratosis and sclerotic bands in the axillae and antecubital and popliteal fossae, clubbing of the fingers. Tissue calcinosis may occur \[OMIM\].",,,,14,foundation,,,ORPHA:221039,,,,,,,0,0,0,True,True
icd11:1577548269,Cutaneous reactions to venomous or noxious aquatic invertebrates,,,,,14,foundation,,,,,,,,,,0,0,0,False,False
icd11:1676482542,Mucosal yaws,,,,,14,foundation,,,,,,,,,,0,0,0,False,True
icd11:136398909,Extramammary Paget disease of anogenital skin,"An intraepithelial adenocarcinoma of apocrine gland-bearing anogenital skin. It presents as irritating, itchy, burning, red scaly patches or plaques that may be solitary or multifocal and may be mistaken for an inflammatory dermatosis.",,,,14,foundation,,,,,,,,,,0,0,0,True,True
icd11:87792802,Dermatophytosis of trunk or limbs,"Dermatophytosis affecting the skin of the trunk and limbs usually presents with one or more expanding scaly annular plaques. Similar appearances may be due to a variety of non-infectious inflammatory dermatoses including eczema, psoriasis and annular erythemas. If possible, the diagnosis should therefore be confirmed by appropriate mycological investigation before being accepted as definitive.",Ringworm of trunk and limbs | Tinea circinata | Tinea corporis | dermatophytosis of the body | Dermatophytosis of the trunk,,,14,foundation,DERMO:0002259,"DOID:12179 ""tinea corporis""",,,"84849002 ""tinea corporis"";186994008 ""tinea corporis"";186994008",,C0546826,,,0,962,5,True,True
icd11:1847647511,Primary anal syphilis,,Anal syphilitic chancre | primary syphilis of anus,1A61.1,一期肛门梅毒,01,foundation+mms,,,,,,,,,,0,0,2,False,True
icd11:1722502589,Sabinas brittle hair syndrome,"Sabinas brittle hair syndrome is a form of nonphotosensitive trichothiodystrophy characterised by brittle hair, neuroectodermal dysplasia and a low-sulphur content in the hair.",Brittle hair - mental deficiency | Trichothiodystrophy type B,,,14,foundation,,,,,,,,,,0,0,2,True,True
icd11:1376753221,Cutaneous erysipeloid,A skin infection due to the bacterium Erysipelothrix rhusiopathiae. It is most commonly due to direct trauma allowing the bacterium to enter the skin from infected meat. Rarely the infection may become disseminated over the skin surface with multiple lesions.,,,,14,foundation,,,,,,,,,,0,0,0,True,False
icd11:280360139,Capillaritis,"Capillaritis results from extravasation of red blood cells from leaky capillaries into the dermis and manifests initially as a finely stippled pink to purple purpura, most commonly affecting the lower limbs. As iron is released and converted into haemosiderin, the skin stains gold or brown. Various patterns of capillaritis have been described and given separate names depending on the distribution, time course, extent and degree of pigmentation and presence or otherwise of epidermal thickening. T",Pigmented purpura | Pigmented purpuric dermatosis | Progressive pigmented purpura | Purpura simplex | capillaritis | majocchi-schamberg disease | purpura pigmentosa chronica | purpura simplex,EF40.0,毛细血管炎,14,foundation+mms,DERMO:0003161,,,552,"20343006 ""pigmented purpuric eruption""",,,,,3,20,8,True,False
icd11:1785957240,Chemical burn of skin categorized by depth of injury,,,,,14,foundation,,,,,,,,,,0,0,0,False,True
icd11:900431361,Ciliary or superciliary hypotrichosis,,,,,14,foundation,,,,,,,,,,0,0,0,False,True
icd11:1551793027,Xerostomia due to disturbance of salivary secretion,"Xerostomia resulting from hyposalivation caused by salivary gland dysfunction rather than suppression. This may be due to surgery, radiotherapy or inflammation (Sjögren disease or sicca syndrome).",,,,14,foundation,,,,,,,,,,0,0,0,True,False
icd11:453063832,Hereditary benign telangiectasia,,,,,14,foundation,DERMO:0001015,,,,"238764001 ""hereditary benign telangiectasia""",,,,,0,0,0,False,True
icd11:1024573967,Chronic hyperplastic oral candidosis,A form of oral candidosis characterised by very persistent firm irregular white plaques on the buccal mucosa or tongue. In contrast to pseudomembranous oral candidosis the plaques cannot be easily removed. It may resemble other forms of oral leukoplakia.,Candida leukoplakia | Chronic plaque oral candidosis,,,14,foundation,,,,,,,,,,0,0,2,True,True
icd11:1834868112,Solitary median maxillary central incisor syndrome,Presence of a single maxillary central incisor possibly caused by a mutation in the Sonic hedgehog gene,,,,14,foundation,,,,,,,,,,0,0,0,True,True
icd11:919394347,Vasculitis affecting medium or large cutaneous blood vessels,A heterogeneous group of disorders characterised by vasculitis centred on medium/large cutaneous blood vessels.,,,,14,foundation,,,,,,,,,,0,0,0,True,False
icd11:244204017,Proximal subungual onychomycosis,"Proximal subungual onychomycosis is the least common form onychomycosis in healthy persons. It occurs when the infecting organism, usually Trichohyton rubrum, invades the nail unit through the proximal nail fold, penetrating the soft, newly formed nail plate before then migrating distally. Fingernails and toenails are equally affected. It usually occurs in immunocompromised persons, especially in association with HIV, but can develop following local trauma.",,,,14,foundation,,,,,,,,,,0,0,0,True,True
icd11:2010059430,Indeterminate leprosy,"The early stages of leprosy following contact with M. leprae may have few signs and symptoms other than subtle slightly hypopigmented or erythematous macules on the skin. At this stage it is often not possible to know whether it will progress towards tuberculoid or lepromatous leprosy and it is therefore known as indeterminate leprosy. Nerve damage, either sensory or motor, can occur in this stage and may be the presenting sign \[Dermatology TAG\].","Hansen disease, indeterminate",,,14,foundation,,,,,,,,,,0,7,1,True,False
icd11:1441759964,Senile pruritus,,,,,14,foundation,,,,,,,,,,0,16,0,False,True
icd11:1585857185,Acute purpuric skin eruption,"A provisional diagnosis for a skin eruption of unknown or uncertain nature which arises abruptly and consists predominantly of disseminated purpura. Potential causes are numerous and include thrombocytopenia, coagulopathies, vasculitides and sepsis.",Acute haemorrhagic skin eruption | Acute petechial skin eruption,ME62.1,急性紫癜性皮疹,21,foundation+mms,,,,,,,,,,0,0,2,True,True
icd11:175343202,Keloidal acne,"The development of keloidal papules, nodules and plaques at sites of inflammatory acne. The most commonly affected sites are the upper back, shoulders and presternal area.",Acne keloid,,,14,foundation,,,,,,,,,,0,0,1,True,True
icd11:1932094823,Nail involvement in miscellaneous specified disorders,,,,,14,foundation,,,,,,,,,,0,0,0,False,True
icd11:1754587675,Idiopathic recurrent palmoplantar hidradenitis,,,,,14,foundation,,,,,,,,,,0,0,0,False,True
icd11:1807730236,Acquired hypomelanotic disorders,Acquired disorders characterised by diminution or loss of pigment from the skin. The most important of these is vitiligo.,,ED63,获得性色素脱失性疾病,14,foundation+mms,,,,,,,,,,0,0,0,True,False
icd11:1606398386,Syndromic epidermolysis bullosa,A small group of disorders including Kindler syndrome in which skin blistering is associated with other defects.,,EC33,综合征性大疱性表皮松解症,14,foundation+mms,,,,,,,,,,0,0,0,True,False
icd11:365229579,Actinic lichen planus,Actinic lichen planus is a rare variant of cutaneous lichen planus characterised by the development of photo-distributed lichenoid lesions.,lichen planus actinicus | lichen planus subtropicus | lichen planus tropicus | lichenoid melanodermatitis,,,14,foundation,DERMO:0000462,,ORPHA:254395,13,"200999007 ""actinic lichen planus""",,C0406365,,,0,0,4,True,True
icd11:1455333054,Rapp-Hodgkin syndrome,Rapp-Hodgkin syndrome (RHS) is characterised by the association of anhidrotic ectodermal dysplasia with cleft lip/palate.,ankyloblepharon-ectodermal defects-cleft lip/palate syndrome | hay-wells syndrome | rapp-hodgkin syndrome,,,14,foundation,DERMO:0000080,,,,"55821006 ""aec syndrome""","603273 ""aec syndrome""",,,,0,4,3,True,True
icd11:381970016,Dermatophytosis due to Trichophyton violaceum,Dermatophytosis due to Trichophyton violaceum and typically causing on endothrix infection of scalp hair.,,,,14,foundation,,,,,,,,,,0,0,0,True,True
icd11:1425408945,Foot eczema,Eczema involving the feet which cannot be more precisely categorised either by morphology or by aetiology.,,,,14,foundation,,,,,,,,,,0,0,0,True,True
icd11:629391256,Erythrodermic sarcoidosis,,,,,14,foundation,,,,,,,,,,0,0,0,False,True
icd11:1257044373,Tumour of the follicular infundibulum,,,,,14,foundation,,,,,,,,,,0,0,0,False,True
icd11:977751956,Lipschütz ulcer of vulva,"Lipschütz ulcer or acute ulceration of the vulva is a rare disease characterised by painful genital ulcers, fever, and lymphadenopathy, occurring most commonly in adolescents and young women. It is not a sexually transmitted disease and is often misdiagnosed. The most common presentation is a single large, deep ulcer on the internal surface of one or both labia minora.",Acute ulceration of the vulva | Ulcus vulvae acutum,,,14,foundation,,,,,,,,,,0,0,2,True,True
icd11:394095143,"Congenital ectropion, bilateral","This is an eversion of the edges of eyelids that occurs in both eyes and is present since birth, resulting in the exposure of the palpebral conjunctiva.",,,,14,foundation,,,,,,,,,,0,0,0,True,True
